date,content,tags,like,url,no,video
2023-07-26,"KB국민은행의 오리지널 웹드라마‘광야로 걸어가 2023’의 티저가 공개되었습니다!🎉시즌1의 인기에 힘입어 제작된 시즌2 [광야로 걸어가 2023]📢 우주대스타 에스파가 특별 출연한다는 소식기대를 안해볼 수 없겠죠~? [광야로 걸어가 2023] 스토리 살짝 공개~!n년째 소영이를 짝사랑만 하던 지훈, 소영이 옆에 등장한 어딘가 수상한 윤빈! 광야와 현실을 넘나들며 벌어지는 로맨스 판타지🥰📌매주 금요일 저녁 6시!KB국민은행 공식 유튜브 채널에서 매주 한편씩 공개됩니다. 광야로 걸어가 2023 즐기러 가볼까요?KB국민은행 공식 유튜브 좋아요, 구독, 알림 설정까지 하고7월 28(금)일 공개되는 EP.01 바로 즐겨주세요💛⬇⬇⬇(1편에서 시청 이벤트도 있다고 하니 놓치지 않고 보러가기🤙)#KB국민은행 #aespa #æspa #웹드라마 #티저 #로맨스 #판타지#광야로걸어가 #국민은행 #SM타운 #aespa #남사친 #여사친 #캠퍼스#에스파 #카리나 #윈터 #지젤 #닝닝 #광야 #Karina #Winter #Giselle #Ningning#KWANGYA #KB광야점 #EVENT #이벤트 #유튜브이벤트","['#KB국민은행', '#aespa', '#æspa', '#웹드라마', '#티저', '#로맨스', '#판타지', '#광야로걸어가', '#국민은행', '#SM타운', '#aespa', '#남사친', '#여사친', '#캠퍼스', '#에스파', '#카리나', '#윈터', '#지젤', '#닝닝', '#광야', '#Karina', '#Winter', '#Giselle', '#Ningning', '#KWANGYA', '#KB광야점', '#EVENT', '#이벤트', '#유튜브이벤트']",2075,https://www.instagram.com/p/CvKEOxLvOG9,CvKEOxLvOG9,0.0
2023-07-27,광야로 걸어가 2023🥺웹드라마 포스터 🥳 최.초.공.개 🥳10년 지기 절친인 지훈과 소영🧑👩어느날 소영이 앞에 등장한 어딘가 수상한 윤빈!📢 슈퍼스타 에스파도 특별 출연한다고 하니 기대를 안해볼 수 없겠죠~?💘현실과 광야를 넘나 드는 광야 로맨스판타지💘KB국민은행의 오리지널 웹드라마[광야로 걸어가 2023]7월 28일 금요일 오후 6시 공개되는EP.1 놓칠수 없겠죠?📢EP.1에서 시청 이벤트도 준비되어 있으니 잊지말고 보러가기!💨📌매주 금요일 오후 6시!KB국민은행 공식 유튜브 채널에서 매주 한편씩 공개됩니다🙌#KB국민은행 #aespa #æspa #웹드라마 #티저 #로맨스 #판타지#광야로걸어가 #국민은행 #SM타운 #남사친 #여사친 #캠퍼스#에스파 #카리나 #윈터 #지젤 #닝닝 #광야,"['#KB국민은행', '#aespa', '#æspa', '#웹드라마', '#티저', '#로맨스', '#판타지', '#광야로걸어가', '#국민은행', '#SM타운', '#남사친', '#여사친', '#캠퍼스', '#에스파', '#카리나', '#윈터', '#지젤', '#닝닝', '#광야']",3376,https://www.instagram.com/p/CvLnw4TgtMT,CvLnw4TgtMT,0.0
2023-07-26,"SMTOWN LIVE 2023 SMCU Palace @ Jakarta with KB Bank, 인도네시아 자카르타에서 9월 23일 개최!⠀한국-인도네시아 수교 50주년 축하의 메시지도 함께 울려 퍼질SMTOWN LIVE 2023 SMCU Palace @ Jakarta with KB Bank에 KB국민은행이 함께합니다.이번 콘서트는 KB국민은행의 신뢰도를 넓히고자,SM엔터테인먼트와 함께하게 되었습니다.인도네시아 팬들과 한층 더 가까워지고 싶은 KB국민은행의 마음, 전달되시나요?💛⠀세계를 주도하는 K-POP 스타들의 총출동!KB국민은행이 SM과 함께 광야로 걸어갑니다.라인업만으로도 두근두근💛동방신기, 슈퍼주니어, 레드벨벳, NCT127, NCT DREAM, WayV, 에스파, 새 SM 보이 그룹까지!KB국민은행과 함께 신나는 공연을 즐겨보세요!⠀#KB국민은행 #국민은행 #KB #SMTOWN_LIVE_2023_SMCU_PALACE_JAKARTA #SMTOWN_LIVE_2023_JAKARTA #SMCU_PALACE#SMTOWN_LIVE #SMTOWN #SMCU #KBBank #Kbbukopin","['#KB국민은행', '#국민은행', '#KB', '#SMTOWN_LIVE_2023_SMCU_PALACE_JAKARTA', '#SMTOWN_LIVE_2023_JAKARTA', '#SMCU_PALACE', '#SMTOWN_LIVE', '#SMTOWN', '#SMCU', '#KBBank', '#Kbbukopin']",1654,https://www.instagram.com/p/CvJlTFAJpR4,CvJlTFAJpR4,0.0
2023-07-26,Z세대 최대 관심사는 금융! 재테크!Z세대들의 금융 놀이터💛리브 Next로 모여라!🙌🏻매주 새롭게 업로드되는쉽고 재밌는 금융경제 상식 ‘주주특강’금융 상식의 레벨 테스트 ’주주 레벨업 고사‘까지👍🏻주요 핵심만 쏙쏙!금융 상식은 쑥쑥!리브 Next 주주특강으로 모여라!📌주주특강 수강하기✅리브 Next 앱 실행✅전체 메뉴> 놀이터 > 주주특강✅주주특강 구독하기✅1강부터 수강하며 알찬 시간 보내기⠀Z세대 맞춤 ‘주주특강’을 수강하시려면지금 바로 구글 플레이 또는 앱스토어에서‘리브 넥스트’를 검색해 보세요💛⠀#국민은행 #KB국민은행 #리브넥스트 #리브Next #리넥#주주특강 #금융상식 #Z세대 #자이낸스 #금융놀이터 #Z세대놀이터,"['#국민은행', '#KB국민은행', '#리브넥스트', '#리브Next', '#리넥', '#주주특강', '#금융상식', '#Z세대', '#자이낸스', '#금융놀이터', '#Z세대놀이터']",87,https://www.instagram.com/p/CvJJ52TynG6,CvJJ52TynG6,0.0
2023-07-25,[#EVENT]KB국민은행의 마스코트이자 귀요미💞콜리 비비 라마 아거 키키💞내 KB스타프렌즈 최애는 너야 너!지금 당신의 최애에게 투표하세요😉🍉이벤트 참여 방법1. 국민은행 공식 계정 '팔로우'필수 (언팔로우시 당첨자명단 제외)2. 해당 페이지 '좋아요' 완료3. 컬러 하트로 KB스타프렌즈 최애 투표하기📌이벤트 일정✅이벤트 기간: 2023.07.25(화) ~ 2023.07.30 (일)✅당첨자 발표: 2023.08.09(수)✅이벤트 경품: [이디야] 상큼주스 트리오 (5명)*품목 사정에 따라 이벤트 상품 또는 내용 등이 변경될 수 있는 점 양해 부탁드립니다.*해당 이벤트 경품은 국내 모바일 전용 상품입니다.#KB국민은행 #국민은행 #팔로우이벤트#팔로우 #좋아요 #경품 #이벤트 #이벤트그램,"['#EVENT]KB국민은행의', '#KB국민은행', '#국민은행', '#팔로우이벤트', '#팔로우', '#좋아요', '#경품', '#이벤트', '#이벤트그램']",644,https://www.instagram.com/p/CvGlCiEpvrD,CvGlCiEpvrD,0.0
2023-07-21,[📢#KB 여름휴가 랜덤게임 당첨자발표🎉]다들 올 여름 휴가 계획 세우셨나요~?KB스타프렌즈의 올여름 휴가 랜덤게임 결과는….!두구두구!!!!“혼자서 무인도에서 댄스배틀을 한다“ 입니다🤭열심히 일하신 만큼 좋은 곳에서 힐링할 수 있는 시간 보내시길 바랄게요 😍해당 이벤트에 참여해주신 모든 분들께 감사드립니다✨🎁이벤트 경품_[카페베네] 초당옥수수 빙수 (5명 추첨)📣 당첨되신 분들께는 개별메시지로 안내드릴 예정입니다.확인 후 기간 내 회신 부탁드립니다!#KB국민은행 #국민은행 #이벤트 #여름휴가#랜덤게임추첨 #휴가계획 #여름계획 #직장인휴가 #난못하겠어,"['#KB', '#KB국민은행', '#국민은행', '#이벤트', '#여름휴가', '#랜덤게임추첨', '#휴가계획', '#여름계획', '#직장인휴가', '#난못하겠어']",112,https://www.instagram.com/p/Cu8kOJSSsSv,Cu8kOJSSsSv,0.0
2023-07-19,"해양쓰레기 ZERO 깨끗한 바다 만들기🌊여름 휴가철 해양쓰레기 다이어트, 함께해요!⠀우리 바다로 들어오는 쓰레기가1년에 무려 14.5만톤이라고 해요🗑⠀이렇게 우리가 무심코 버린 쓰레기가우리 삶과 해양생물들에게도큰 영향을 끼치고 있어요😥⠀건강한 지구를 다음 세대에게 물려주기 위해🌎걸으면서 쓰레기 줍깅🌎쓰레기 되가져가기🌎플라스틱 제품 사용 줄이기🔍줍깅은 줍다+조깅(jogging)의 합성어로쓰레기를 줍는 활동을 뜻해요🙌🏻그럼 깨끗한 바다 만들기에 동참해주세요👍🏻건강한 지구를 위해 KB국민은행도 함께할게요💛⠀#KB국민은행 #국민은행 #국민과그린함께그린 #함께그린#바다다이어트 #해양쓰레기 #국민다이어트","['#KB국민은행', '#국민은행', '#국민과그린함께그린', '#함께그린', '#바다다이어트', '#해양쓰레기', '#국민다이어트']",321,https://www.instagram.com/p/Cu3KhdLLuhy,Cu3KhdLLuhy,0.0
2023-07-17,"💡 오늘의 국민 Quiz 💡KB스타프렌즈는 요즘 새로운 취미그림퀴즈 GAME🎨에 빠졌는데요!특별히 여러분도 초대해드릴게요🙌🏻📌이모지 힌트 : 👨‍⚖👩‍⚖⚖📌스토리 힌트7월 17일은 국가의 기본법(헌법) 제정을 기념하는 날이에요!우리 일상을 지켜주는 법이 만들어진 날인 만큼공휴일은 아닐지라도 꼭꼭 기억해야겠죠?😉주제와 그림, 힌트를 보고 정답을 댓글로 남겨주세요💖스타프렌즈보다 먼저 정답을 맞혀보자구요!#KB국민은행 #국민은행 #국민Quiz #국민퀴즈 #그림퀴즈 #국경일 #순발력 #퀴즈","['#KB국민은행', '#국민은행', '#국민Quiz', '#국민퀴즈', '#그림퀴즈', '#국경일', '#순발력', '#퀴즈']",406,https://www.instagram.com/p/Cux-zmsppSi,Cux-zmsppSi,0.0
2023-07-13,야호~! 여름이다💙드디어 기다리고 기다리던 여름 휴가 시즌~설레고 신나는 마음 가득 담긴플레이 리스트 준비는 필수😎듣기만 해도 흥 폭발! 시원해지는 느낌!여러분이 좋아하는 여름 노래가 담긴 플레이 리스트가 궁금해요!#EVENT 여러분의 원픽 여름 노래플레이 리스트를 공유해주세요🎵📌이벤트 일정🌊이벤트 기간 : 2023.07.13(목)~2023.07.27(목)🌊당첨자 발표 : 2023.08.10(목)🌊이벤트 경품 : [이디야] 상큼주스 트리오 (5명)가장 많은 추천을 받은 노래는 무엇일지KB 여름이 왔SONG #PLAYLIST COMING SOON~😉#KB국민은행 #국민은행 #팔로우 #좋아요#이벤트 #이벤트스타그램 #노래추천 #여름노래#7월 #여름 #바다 #여행 #오노추 #바캉스 #여름휴가 #휴가,"['#EVENT', '#PLAYLIST', '#KB국민은행', '#국민은행', '#팔로우', '#좋아요', '#이벤트', '#이벤트스타그램', '#노래추천', '#여름노래', '#7월', '#여름', '#바다', '#여행', '#오노추', '#바캉스', '#여름휴가', '#휴가']",848,https://www.instagram.com/p/Cunrj9rh_yx,Cunrj9rh_yx,0.0
2023-07-11,"국민 삼계탕 랜선 나눔에 어서오세요🙌🏻에구구... 덥다 더워!😱가만히 있어도 땀이 뻘뻘 나는 요즘일하느라, 공부하느라.. 진땀까지🤣무더위에 고생하는 여러분을 위해정성으로 수건을 고이 접어 준비했닭🍗KB국민은행이 여러분의 땀을 닦아드릴게요!오늘 하루 삼계탕으로 속도 든든하게금은보화 랜선 나눔으로 마음도 든든하게심신 모두 원기회복하세요💰#KB국민은행 #국민은행 #초복 #중복 #말복 #복날#삼계탕 #보양식 #복날음식 #원기회복 #여름나기","['#KB국민은행', '#국민은행', '#초복', '#중복', '#말복', '#복날', '#삼계탕', '#보양식', '#복날음식', '#원기회복', '#여름나기']",483,https://www.instagram.com/p/Cuih6i2IELf,Cuih6i2IELf,0.0
2023-07-07,[🍀함께해요 일상의 3-RE #당첨자발표🎉]✔RE-duce : 에너지 사용을 줄이고!✔RE-use : 안 쓰는 물건은 나누고!✔RE-cycle : 재활용 소재를 사용하고!여러분이 함께 ‘RE’를 실천하며보여주신 지구를 위한 마음에 감사드립니다😊🎁이벤트 경품: [풀무원] 식물성 지구식단_LIKE런천미트 세트(5명)📣 당첨되신 분들께는 개별메시지로 안내드릴 예정입니다.확인 후 기간 내 회신 부탁드립니다!😉#KB국민은행 #국민은행 #팔로우이벤트 #팔로우 #좋아요 #경품 #이벤트 #이벤트그램#6월 #환경의날 #세계환경의날 #환경보호 #REDUCE #REUSE #RECYCLE,"['#당첨자발표🎉]✔RE-duce', '#KB국민은행', '#국민은행', '#팔로우이벤트', '#팔로우', '#좋아요', '#경품', '#이벤트', '#이벤트그램', '#6월', '#환경의날', '#세계환경의날', '#환경보호', '#REDUCE', '#REUSE', '#RECYCLE']",104,https://www.instagram.com/p/CuYOupBh_mE,CuYOupBh_mE,0.0
2023-07-06,"KB국민은행은 지구온난화 등의 환경위기로 인해개체수가 급감하고 있는 꿀벌의 생태계 회복 프로젝트,'K-Bee 프로젝트’를 추진하고 있습니다.'K-Bee 프로젝트'는 꿀벌을 살리고,환경 이슈도 알려 국민이 함께 공감하고 동참하는, 사회적 움직임까지 확산되는 것을 목표로 합니다.그 두번째 발걸음으로 서울숲에 ‘K-Bee 도시양봉장’ 2호를 조성했습니다.도심 속에 조성한 두 번째 양봉장에는노후화 된 양봉장과 Bee Hotel 등을 리뉴얼해꿀벌들의 새 보금자리를 조성했습니다.(1호는 여의도 KB국민은행 본관 옥상에 있어요🍯) KB국민은행은 ​꿀벌의 중요성을 알리고꿀벌 생태계 복원을 위해지속적 노력을 다하겠다 밝혔습니다.#KB국민은행 #국민은행 #ESG #사회공헌 #양봉장 #꿀벌#지구온난화 #기후변화 #생태계 #환경보호","['#KB국민은행', '#국민은행', '#ESG', '#사회공헌', '#양봉장', '#꿀벌', '#지구온난화', '#기후변화', '#생태계', '#환경보호']",211,https://www.instagram.com/p/CuV-iK_NSMJ,CuV-iK_NSMJ,0.0
2023-07-05,[KB스타프렌즈 점.메.추 랜덤 게임 #당첨자발표 🎉]KB스타프렌즈도 해본 점메추 랜덤게임!결과는… 생수🤣 여러분은 어떤 메뉴를 추천 받으셨나요?매일매일 고민인 점심 메뉴 결정에 도움이 되셨다면그것만으로도 배부른 기분입니다🥰이벤트에 참여해주신 모든 분들께 감사드립니다😊🎁이벤트 경품: 할리스 기분 좋은 하루SET (바닐라 딜라이트 R + 티라미수 쏘스윗박스) (5명)📣 당첨되신 분들께는 개별메시지로 안내드릴 예정입니다.확인 후 기간 내 회신 부탁드립니다!#KB국민은행 #국민은행 #이벤트 #점메추 #점심 #점심메뉴#점심메이트 #오점뭐 #점심시간 #직장인점심 #점심추천,"['#당첨자발표', '#KB국민은행', '#국민은행', '#이벤트', '#점메추', '#점심', '#점심메뉴', '#점심메이트', '#오점뭐', '#점심시간', '#직장인점심', '#점심추천']",103,https://www.instagram.com/p/CuTFJLRP1oI,CuTFJLRP1oI,0.0
2023-07-04,열심히 일한 자 떠나라~무더위에 지친 몸도여기저기 치여 지친 마음도훌훌 털어버리고 리프레시 GO🌊아직도 여름 휴가 계획 못 정하신 분들을 주목!영상 터치로 랜덤게임에 입장해여러분이 원하는 타이밍에 화면을 꾸욱 누르면올여름 휴가 고민 해결 완료👍🏻🍉이벤트 참여 방법1. 국민은행 공식 계정 ‘팔로우’ 필수(언팔로우시 당첨자명단 제외)2. 해당 페이지 ‘좋아요’ 완료3. 랜덤으로 결정된 여름 휴가 계획 공유하기⠀📌이벤트 일정✔️이벤트 기간 : 2023.07.04(화)~2023.07.11(화)✔️당첨자 발표 : 2023.07.21(금)✔️이벤트 경품 : [카페베네] 초당옥수수 빙수 (5명)*품목 사정에 따라 이벤트 상품 또는 내용 등이 변경될 수 있는 점 양해 부탁드립니다.*해당 이벤트 경품은 국내 모바일 전용 상품입니다.#KB국민은행 #국민은행 #팔로우이벤트#팔로우 #좋아요 #경품 #이벤트 #이벤트그램#7월 #여름 #여행 #바캉스 #여름휴가 #휴가,"['#KB국민은행', '#국민은행', '#팔로우이벤트', '#팔로우', '#좋아요', '#경품', '#이벤트', '#이벤트그램', '#7월', '#여름', '#여행', '#바캉스', '#여름휴가', '#휴가']",406,https://www.instagram.com/p/CuQgZhZPf4g,CuQgZhZPf4g,0.0
2023-07-03,"KB국민은행과 함께하는2023 남자농구 국가대표팀 평가전 응원 이벤트!■기간 : 2023. 7. 3(월) ~ 7. 9(일)■참여방법 : KB스타뱅킹 로그인 > 입장권 교환을 위한 마케팅 활용동의 및 KB스타뱅킹 PUSH알림(취향저격혜택) 동의 > ‘행운잡고 파이팅하기!’ 클릭 후 관람 희망일 선택(참여방법 순서무관)■경품(추첨)[무료입장권]2023 남자농구 국가대표팀 평가전 입장권 2매(7.22(토) 50명/7.23(일)50명)[굿즈]국가대표 선수 사인 굿즈(입장권 당첨자 중 경기별 5명(총10명, 유니폼 또는 농구공 중 1가지 랜덤지급)■발표 및 경품수령발표 : 2023. 7. 11(화) 이내수령 :평가전 당일(입장권 및 굿즈: 경기시작 2시간~10분 전까지)■ 알아두세요!- 본 행사는 KB국민은행의 사정으로 변경 또는 중단될 수 있음- 이벤트 경품은 사정상 동일 금액대의 다른 상품으로 변경될 수 있고, 경품의 수급상황에 따라경품 지급 일정이 변동될 수 있음- 기타 자세한 내용은 KB국민은행 고객센터(☏1588-9999)로 문의 또는 KB스타뱅킹 APP을 참조- 준법감시인 심의필 제 2023-2478-2호 (2023.06.30)/유효기간 : 2023.06.30~2023.07.23까지#국가대표 #농구 #한일전 #남자농구 #이벤트 #KB국민은행 #국민은행","['#국가대표', '#농구', '#한일전', '#남자농구', '#이벤트', '#KB국민은행', '#국민은행']",170,https://www.instagram.com/p/CuOUuK4Smyx,CuOUuK4Smyx,0.0
2023-07-01,👋🏻HELLO JULY🌞2023 여름도 KB국민은행!그리고 KB스타프렌즈와 함께💛#KB국민은행 #국민은행 #KB스타프렌즈 #KB스타뱅킹 #SUMMER #JULY #여름 #7월,"['#KB국민은행', '#국민은행', '#KB스타프렌즈', '#KB스타뱅킹', '#SUMMER', '#JULY', '#여름', '#7월']",86,https://www.instagram.com/p/CuJGyWfJBYm,CuJGyWfJBYm,0.0
2023-07-01,👋🏻HELLO JULY🌞2023 여름도 KB국민은행!그리고 KB스타프렌즈와 함께💛#KB국민은행 #국민은행 #KB스타프렌즈 #KB스타뱅킹 #SUMMER #JULY #여름 #7월,"['#KB국민은행', '#국민은행', '#KB스타프렌즈', '#KB스타뱅킹', '#SUMMER', '#JULY', '#여름', '#7월']",95,https://www.instagram.com/p/CuJGq9PJQZZ,CuJGq9PJQZZ,0.0
2023-07-01,👋🏻HELLO JULY🌞2023 여름도 KB국민은행!그리고 KB스타프렌즈와 함께💛#KB국민은행 #국민은행 #KB스타프렌즈 #KB스타뱅킹 #SUMMER #JULY #여름 #7월,"['#KB국민은행', '#국민은행', '#KB스타프렌즈', '#KB스타뱅킹', '#SUMMER', '#JULY', '#여름', '#7월']",99,https://www.instagram.com/p/CuJGjparn4W,CuJGjparn4W,0.0
2023-06-30,2023년 대한민국의지구 생태용량 초과의 날이 오늘 기준! 벌써 90일 초과된 사실 아시나요!? 😱🌎 지구 생태용량 초과의 날(Earth Overshoot Day)은지구가 생산할 수 있는 자원의 양보다 인류가 소비하는 양이 더 커지는 시점을 뜻해요!쉽게 말해 1년 치 지구 생태용량을 다 써버리게 되어미래 세대 몫의 생태 자원을 미리 당겨 쓰는 셈인데요이대로 소비한다면 우리가 연간 3.9개의 지구를 사용하게 된다고 하니 그 심각성이 느껴지는데요😭미래 세대에게 동의 없이 빌린 생태자원의 빚을 갚기 위해 지금 우리가 할 수 있는 작은 일부터 실천하는 건 어떨까요?지구 생태용량 초과의 날을 늦추고 건강한 지구를 물려주는 KB국민은행 착한 챌린지!<착한챌린지-탄소줄이기 30일 도전>�KB스타뱅킹 실행 > 마이자산관리 > 착한 챌린지 > 탄소줄이기 30일 도전함께 도전할 KB스타프렌즈 친구를 선택 후 탄소줄이기 성공해요♻️😊오늘도 건강한 지구를 위해 국민과 그린 함께 Green해요! ⠀#KB국민은행 #국민은행 #국민과그린함께그린 #함께그린 #함께Green#탄소줄이기 #착한챌린지 #스타뱅킹 #KB스타뱅킹 #지구용량초과의날 #탄소중립,"['#KB국민은행', '#국민은행', '#국민과그린함께그린', '#함께그린', '#함께Green', '#탄소줄이기', '#착한챌린지', '#스타뱅킹', '#KB스타뱅킹', '#지구용량초과의날', '#탄소중립']",144,https://www.instagram.com/p/CuGvhwzyKiu,CuGvhwzyKiu,0.0
2023-06-23,[💡오늘의 국민 Quiz💡 #당첨자발표]오늘의 국민 Quiz 정답은 팝업스토어였습니다✌🏻이번 주말은 인스타그램에 자랑할 인생샷 남기러성수동이나 한남동 팝업 스토어로 출동~📸📣 당첨되신 분들께는 인스타그램 DM으로 안내드릴 예정입니다. 확인 후 기간 내 회신 부탁드립니다!#KB국민은행 #국민은행 #국민Quiz #국민퀴즈#팔로우이벤트 #팔로우 #좋아요 #경품 #이벤트 #이벤트그램#팝업스토어 #성수동 #성수동팝업스토어 #한남동 #한남동팝업스토어,"['#당첨자발표]오늘의', '#KB국민은행', '#국민은행', '#국민Quiz', '#국민퀴즈', '#팔로우이벤트', '#팔로우', '#좋아요', '#경품', '#이벤트', '#이벤트그램', '#팝업스토어', '#성수동', '#성수동팝업스토어', '#한남동', '#한남동팝업스토어']",96,https://www.instagram.com/p/Ct0gM0qp8Hn,Ct0gM0qp8Hn,0.0
2023-06-23,"이달의 스타_맞춤 환율⭐✈여름휴가 D-50🤗💛두근두근💛 ✅항공권 ✅호텔 ✅맛집 ✅여권 모두 준비 완료✍🏻가.. 아니고..중요한 한 가지가 빠졌잖아😢바로 환전..💵⠀매일 오르락내리락 달라지는 환율,나에게 최적의 조건에 딱 맞게환전할 수 있다면 얼마나 좋을까?​해외여행 첫 고민거리 환전 문제KB국민은행이 해결해 드려요👍🏻⠀지금 바로 'KB스타뱅킹'에서맞춤 환율을 이용해보세요😃⠀#KB국민은행 #국민은행 #이달의스타 #KB스타뱅킹#스타뱅킹 #환율 #환전 #맞춤환율 #여행준비 #여름휴가","['#KB국민은행', '#국민은행', '#이달의스타', '#KB스타뱅킹', '#스타뱅킹', '#환율', '#환전', '#맞춤환율', '#여행준비', '#여름휴가']",148,https://www.instagram.com/p/Ct0Loz2Jh_0,Ct0Loz2Jh_0,0.0
2023-06-20,"[KB,어디까지 가봤니👣👣] 스타프렌즈 어린이 정원 편⭐KB국민은행 임직원들이 모은 성금으로 조성된 스타프렌즈 어린이 정원🌲스타프렌즈 어린이 정원은 어린이들이 자연 속에서 마음껏 뛰놀 수 있는환경을 선물하기 위한 KB국민은행의 ESG사업이에요!그동안, 서울 과천 서울대공원 어린이정원 1호,경기도 포천 국립수목원 어린이정원 2호,서울 마곡 서울식물원 어린이정원 3호에 이어서서울 어린이대공원 내 전래동화 마을에스타프렌즈 어린이 정원 4호를 개장했어요!KB국민은행은 아이들이 나무, 풀, 꽃과 함께 계절마다변화하는 자연을 만끽할 수 있는 공간을 만들 수 있도록지원을 아끼지 않고 있답니다👍🏻6월의 초여름,☘️푸릇푸릇한 자연과 함께하는🌈스타프렌즈 어린이 정원으로 여러분을 초대합니다🙌🏻⠀#KB국민은행 #국민은행 #KB어디까지가봤니#KB어린이정원 #스타프렌즈어린이정원#스타프렌즈 #어린이대공원","['#KB국민은행', '#국민은행', '#KB어디까지가봤니', '#KB어린이정원', '#스타프렌즈어린이정원', '#스타프렌즈', '#어린이대공원']",119,https://www.instagram.com/p/CttNSXXPtKu,CttNSXXPtKu,0.0
2023-06-16,"[#EVENT] KB스타프렌즈 점.메.추 랜덤 게임점심시간 한 시간 전⏰꼬르륵... 여러분의 배꼽시계를 달래기 위해KB스타프렌즈가 점심 메뉴를 추천해드립니다!오후 일과 부스터를 위한 맛있는 점심!영상 터치로 랜덤게임에 입장해여러분이 원하는 타이밍에 화면을 꾸욱 누르면오늘 메뉴가 똬악😘🍴이벤트 참여 방법1. 국민은행 공식 계정 '팔로우' 필수 (언팔로우 시 당첨자 명단 제외)2. 해당 게시물 '좋아요' 완료3. 점메추 메뉴 댓글 남기고, 점심 같이 먹을 친구 태그🍴이벤트 일정✔이벤트 기간 : 2023.06.16(금)~2023.06.23(금)✔당첨자 발표 : 2023.07.05(수)✔이벤트 경품 : 할리스 기분 좋은 하루SET (바닐라 딜라이트 R + 티라미수 쏘스윗박스) (5명)*품목 사정에 따라 이벤트 상품 또는 내용 등이 변경될 수 있는 점 양해 부탁드립니다.*해당 이벤트 경품은 국내 전용 상품입니다.#KB국민은행 #국민은행 #이벤트 #점메추 #점심 #점심메뉴#점심메이트 #오점뭐 #점심시간 #직장인점심 #점심추천","['#EVENT]', '#KB국민은행', '#국민은행', '#이벤트', '#점메추', '#점심', '#점심메뉴', '#점심메이트', '#오점뭐', '#점심시간', '#직장인점심', '#점심추천']",673,https://www.instagram.com/p/Cti6KzDp0pO,Cti6KzDp0pO,0.0
2023-06-09,"벌써 여름?🌞더우신가요?🔥[#EVENT] 참여하고🌊COOL TIME 가져보자구요💡오늘의 국민 Quiz💡짧은 기간 일시적으로 운영하는가게를 뜻하는 말은 무엇일까요?다양한 굿즈, 상품 구경은 물론!포토존이 있어 인생샷 찍기 좋은 공간☺📌이벤트 일정✔️이벤트 기간 : 2023.06.09(금)~06.18(일)✔️당첨자 발표 : 2023.06.23(금)✔️이벤트 경품 : [커널스] 시네마 믹스 팝콘(10명)*품목 사정에 따라 이벤트 상품 또는 내용 등이 변경될 수 있는 점 양해 부탁드립니다.*해당 이벤트 경품은 국내 모바일 전용 상품입니다.📌힌트00스토어의 성지🏠 성수동에서 특히 많이 볼 수 있답니다!여러분이 생각하는 정답을 댓글로 남겨주세요~#KB국민은행 #국민은행 #국민Quiz #국민퀴즈#팔로우이벤트 #팔로우 #좋아요 #경품 #이벤트 #이벤트그램#팝업스토어 #성수동 #성수동팝업스토어","['#EVENT]', '#KB국민은행', '#국민은행', '#국민Quiz', '#국민퀴즈', '#팔로우이벤트', '#팔로우', '#좋아요', '#경품', '#이벤트', '#이벤트그램', '#팝업스토어', '#성수동', '#성수동팝업스토어']",504,https://www.instagram.com/p/CtQIeqUySf-,CtQIeqUySf-,0.0
2023-06-07,[👩🏻‍🦱우리 부모님의 어린시절 꿈 #당첨자발표 👨🏻‍🦱🎉]나의 꿈을 항상 응원해주시는우리 부모님의 꿈은 무엇이었는지 나누며다시 한 번 깨달은 부모님의 희생과 사랑❤이벤트에 참여해주신 모든 분들께 감사드립니다😊🎁이벤트 경품: 롯데모바일상품권 3만원권 (5명)📣 당첨되신 분들께는 개별메시지로 안내드릴 예정입니다.확인 후 기간 내 회신 부탁드립니다!#KB국민은행 #국민은행 #이벤트 #팔로우이벤트 #이벤트그램#꿈 #어릴적꿈 #엄마아빠 #부모님 #엄마아빠사랑해요 #5월 #가정의달,"['#당첨자발표', '#KB국민은행', '#국민은행', '#이벤트', '#팔로우이벤트', '#이벤트그램', '#꿈', '#어릴적꿈', '#엄마아빠', '#부모님', '#엄마아빠사랑해요', '#5월', '#가정의달']",102,https://www.instagram.com/p/CtLTfFlPHbu,CtLTfFlPHbu,0.0
2023-06-06,"6월 6일은 조국 수호를 위해 목숨 바친애국 선열과 호국영령의 넋을 위로하고충절을 추모하기 위한 <현충일>입니다.오늘 하루, 여러분의 SNS에 🇰🇷 조기 게양을 통해순국선열을 기리는 시간을 가져보는 건 어떨까요?#KB국민은행 #국민은행 #현충일 #태극기 #게양#태극기게양 #애국선열 #호국영령 #호국보훈#대한민국 #영웅 #호국보훈의달 #6월","['#KB국민은행', '#국민은행', '#현충일', '#태극기', '#게양', '#태극기게양', '#애국선열', '#호국영령', '#호국보훈', '#대한민국', '#영웅', '#호국보훈의달', '#6월']",221,https://www.instagram.com/p/CtIMWpaB5PE,CtIMWpaB5PE,0.0
